Cut	FaceIndex	Character
ep1.mov.Scene-617-IN	00	Arya Stark
ep1.mov.Scene-166-IN	00	Lady Mormont
ep1.mov.Scene-166-IN	01	Unknown Person
ep1.mov.Scene-166-IN	02	Unknown Person
ep1.mov.Scene-536-IN	00	Brienne of Tarth
ep1.mov.Scene-536-IN	01	Unknown Person
ep1.mov.Scene-536-IN	02	Unknown Person
ep1.mov.Scene-536-OUT	00	Brienne of Tarth
ep1.mov.Scene-536-OUT	01	Tormund
ep1.mov.Scene-731-IN	00	the hound
ep1.mov.Scene-731-OUT	00	Unknown Person
ep1.mov.Scene-732-IN	00	the hound
ep1.mov.Scene-132-IN	01	Unknown Person
ep1.mov.Scene-132-OUT	00	Bronn
ep1.mov.Scene-133-IN	00	Bran Stark
ep1.mov.Scene-319-OUT	00	Unknown Person
ep1.mov.Scene-323-OUT	01	Cersei Lannister
ep1.mov.Scene-615-IN	00	Arya Stark
ep1.mov.Scene-027-IN	00	Unknown Person
ep1.mov.Scene-027-IN	01	Walder Frey
ep1.mov.Scene-718-IN	00	the hound
ep1.mov.Scene-718-OUT	00	the hound
ep1.mov.Scene-719-IN	00	the hound
ep1.mov.Scene-720-IN	00	the hound
ep1.mov.Scene-722-IN	00	the hound
ep2.mov.Scene-629-IN	00	Sansa Stark
ep2.mov.Scene-629-OUT	00	Sansa Stark
ep2.mov.Scene-630-IN	00	Jon Snow
ep2.mov.Scene-630-OUT	00	Jon Snow
ep2.mov.Scene-631-IN	00	Brienne of Tarth
ep2.mov.Scene-631-IN	01	Sansa Stark
ep2.mov.Scene-631-OUT	00	Jon Snow
ep2.mov.Scene-1051-IN	00	Yara Greyjoy
ep2.mov.Scene-1051-IN	01	Euron Greyjoy
ep2.mov.Scene-1051-OUT	00	Yara Greyjoy
ep2.mov.Scene-1062-IN	00	Yara Greyjoy
ep2.mov.Scene-1068-IN	00	Yara Greyjoy
ep2.mov.Scene-1068-OUT	00	Yara Greyjoy
ep2.mov.Scene-1068-OUT	01	Euron Greyjoy
ep2.mov.Scene-1069-IN	00	Yara Greyjoy
ep2.mov.Scene-1069-IN	01	Euron Greyjoy
ep2.mov.Scene-1080-OUT	00	Yara Greyjoy
ep2.mov.Scene-1081-IN	00	Yara Greyjoy
ep2.mov.Scene-1087-OUT	00	Theon Greyjoy
ep2.mov.Scene-207-OUT	00	Cersei Lannister
ep2.mov.Scene-727-IN	00	Peytr Baelish
ep2.mov.Scene-727-OUT	00	Ellaria Sand
ep2.mov.Scene-728-IN	00	Yara Greyjoy
ep2.mov.Scene-728-OUT	00	Yara Greyjoy
ep2.mov.Scene-594-IN	00	Arya Stark
ep2.mov.Scene-352-OUT	00	Theon Greyjoy
ep2.mov.Scene-352-OUT	01	Ellaria Sand
ep2.mov.Scene-352-OUT	02	Yara Greyjoy
ep2.mov.Scene-354-IN	00	Theon Greyjoy
ep2.mov.Scene-354-IN	01	Yara Greyjoy
ep2.mov.Scene-354-IN	02	Ellaria Sand
ep2.mov.Scene-354-OUT	00	Theon Greyjoy
ep2.mov.Scene-354-OUT	01	Unknown Person
ep2.mov.Scene-063-IN	00	Daenerys Targaryen
ep2.mov.Scene-263-OUT	00	Samwell Tarly
ep2.mov.Scene-264-OUT	00	Peytr Baelish
ep2.mov.Scene-265-IN	00	Samwell Tarly
ep2.mov.Scene-265-OUT	00	Samwell Tarly
ep2.mov.Scene-266-OUT	00	null
ep2.mov.Scene-267-IN	00	Samwell Tarly
ep2.mov.Scene-270-OUT	00	Qyburn
ep2.mov.Scene-142-IN	00	Daenerys Targaryen
ep2.mov.Scene-142-OUT	00	Daenerys Targaryen
ep2.mov.Scene-197-OUT	00	Cersei Lannister
ep2.mov.Scene-069-OUT	00	Varys
ep2.mov.Scene-070-IN	00	Daenerys Targaryen
ep2.mov.Scene-071-IN	00	Daenerys Targaryen
ep2.mov.Scene-071-OUT	00	Daenerys Targaryen
ep2.mov.Scene-072-IN	00	Daenerys Targaryen
ep2.mov.Scene-127-OUT	00	Daenerys Targaryen
ep2.mov.Scene-128-IN	00	Grey Worm
ep2.mov.Scene-131-OUT	00	Melisandre
ep2.mov.Scene-690-IN	00	Sansa Stark
ep2.mov.Scene-690-OUT	00	Sansa Stark
ep2.mov.Scene-691-IN	00	Jon Snow
ep2.mov.Scene-692-IN	00	Sansa Stark
ep2.mov.Scene-280-IN	00	Cersei Lannister
ep2.mov.Scene-284-IN	00	Cersei Lannister
ep2.mov.Scene-284-OUT	00	Cersei Lannister
ep2.mov.Scene-288-IN	00	Cersei Lannister
ep2.mov.Scene-288-OUT	00	Cersei Lannister
ep2.mov.Scene-289-IN	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-293-OUT	00	Cersei Lannister
ep2.mov.Scene-981-OUT	00	Euron Greyjoy
ep2.mov.Scene-982-OUT	00	Unknown - not a face
ep2.mov.Scene-983-OUT	00	Euron Greyjoy
ep2.mov.Scene-426-IN	00	Unknown Person
ep2.mov.Scene-426-OUT	00	Missandei
ep2.mov.Scene-437-OUT	00	Missandei
ep2.mov.Scene-445-IN	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-453-IN	00	Samwell Tarly
ep2.mov.Scene-174-OUT	00	Daenerys Targaryen
ep2.mov.Scene-174-OUT	01	Unknown - not a face
ep2.mov.Scene-178-OUT	00	Jon Snow
ep2.mov.Scene-179-IN	00	Sansa Stark
ep2.mov.Scene-179-OUT	00	Sansa Stark
ep2.mov.Scene-181-IN	00	Sansa Stark
ep2.mov.Scene-406-OUT	00	Grey Worm
ep2.mov.Scene-407-OUT	00	Missandei
ep2.mov.Scene-408-OUT	00	Grey Worm
ep2.mov.Scene-392-OUT	00	Daenerys Targaryen
ep2.mov.Scene-394-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-396-OUT	00	Grey Worm
ep2.mov.Scene-397-IN	00	Missandei
ep2.mov.Scene-397-OUT	00	Missandei
ep2.mov.Scene-324-OUT	00	Ellaria Sand
ep2.mov.Scene-325-IN	00	Ellaria Sand
ep2.mov.Scene-326-IN	00	Ellaria Sand
ep2.mov.Scene-327-IN	00	Ellaria Sand
ep2.mov.Scene-327-OUT	00	Ellaria Sand
ep2.mov.Scene-577-OUT	00	Hot Pie
ep2.mov.Scene-578-IN	00	Arya Stark
ep2.mov.Scene-578-OUT	00	Arya Stark
ep2.mov.Scene-579-IN	00	Unknown Person
ep2.mov.Scene-579-OUT	00	Hot Pie
ep2.mov.Scene-580-IN	00	Arya Stark
ep2.mov.Scene-456-OUT	00	Archmaester Ebrose
ep2.mov.Scene-457-IN	00	Samwell Tarly
ep2.mov.Scene-458-IN	00	Archmaester Ebrose
ep2.mov.Scene-459-IN	00	Samwell Tarly
ep2.mov.Scene-459-OUT	00	Samwell Tarly
ep2.mov.Scene-320-IN	00	Ellaria Sand
ep2.mov.Scene-321-IN	00	Ellaria Sand
ep2.mov.Scene-322-OUT	00	Ellaria Sand
ep2.mov.Scene-323-IN	00	Ellaria Sand
ep2.mov.Scene-323-OUT	00	Ellaria Sand
ep2.mov.Scene-085-OUT	00	Daenerys Targaryen
ep2.mov.Scene-086-IN	00	Daenerys Targaryen
ep2.mov.Scene-086-OUT	00	Daenerys Targaryen
ep2.mov.Scene-087-IN	00	Daenerys Targaryen
ep2.mov.Scene-087-OUT	00	Daenerys Targaryen
ep2.mov.Scene-088-IN	00	Daenerys Targaryen
ep2.mov.Scene-088-OUT	00	Daenerys Targaryen
ep2.mov.Scene-598-OUT	00	Jon Snow
ep2.mov.Scene-600-IN	00	Jon Snow
ep2.mov.Scene-600-OUT	00	Jon Snow
ep2.mov.Scene-602-IN	00	Unknown Person
ep2.mov.Scene-604-IN	00	Jon Snow
ep2.mov.Scene-604-OUT	00	Jon Snow
ep2.mov.Scene-606-IN	00	Sansa Stark
ep2.mov.Scene-613-OUT	00	Sansa Stark
ep2.mov.Scene-500-OUT	00	Unknown Person
ep2.mov.Scene-510-IN	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-510-OUT	00	Samwell Tarly
ep2.mov.Scene-059-OUT	00	Daenerys Targaryen
ep2.mov.Scene-1080-IN	00	Unknown Person
ep2.mov.Scene-1074-IN	00	Yara Greyjoy
ep2.mov.Scene-1075-IN	00	Yara Greyjoy
ep2.mov.Scene-839-OUT	00	Yara Greyjoy
ep2.mov.Scene-840-IN	00	Tyene
ep2.mov.Scene-849-OUT	00	Ellaria Sand
ep2.mov.Scene-850-IN	00	Unknown Person
ep2.mov.Scene-861-IN	00	Yara Greyjoy
ep2.mov.Scene-861-OUT	00	Yara Greyjoy
ep2.mov.Scene-863-IN	00	Yara Greyjoy
ep2.mov.Scene-619-OUT	00	Jon Snow
ep2.mov.Scene-621-IN	00	Lady Mormont
ep2.mov.Scene-621-OUT	00	Lady Mormont
ep2.mov.Scene-623-IN	00	Sansa Stark
ep2.mov.Scene-624-IN	00	Jon Snow
ep2.mov.Scene-624-IN	01	Unknown Person
ep2.mov.Scene-154-OUT	00	Daenerys Targaryen
ep2.mov.Scene-154-OUT	01	Unknown Person
ep2.mov.Scene-156-IN	00	Daenerys Targaryen
ep2.mov.Scene-156-IN	01	Unknown - not a face____Unknown Person
ep2.mov.Scene-156-OUT	00	Daenerys Targaryen
ep2.mov.Scene-157-IN	00	Unknown Person
ep2.mov.Scene-067-IN	00	Varys
ep2.mov.Scene-068-IN	00	Unknown Person
ep2.mov.Scene-068-IN	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-068-IN	02	Tyrion Lannister
ep2.mov.Scene-068-OUT	00	Daenerys Targaryen
ep2.mov.Scene-068-OUT	01	Unknown Person
ep2.mov.Scene-068-OUT	02	Unknown - not a face
ep2.mov.Scene-134-OUT	00	Daenerys Targaryen
ep2.mov.Scene-134-OUT	01	Unknown Person
ep2.mov.Scene-134-OUT	02	Missandei
ep2.mov.Scene-135-IN	00	Cersei Lannister
ep2.mov.Scene-135-OUT	00	Melisandre
ep2.mov.Scene-469-OUT	00	Samwell Tarly
ep2.mov.Scene-466-OUT	00	Samwell Tarly
ep2.mov.Scene-469-IN	00	Samwell Tarly
ep2.mov.Scene-576-OUT	00	Arya Stark
ep2.mov.Scene-743-IN	00	Unknown Person
ep2.mov.Scene-743-OUT	00	Yara Greyjoy
ep2.mov.Scene-744-IN	00	Unknown Person
ep2.mov.Scene-744-OUT	00	Ellaria Sand
ep2.mov.Scene-746-IN	00	Unknown Person
ep2.mov.Scene-748-OUT	00	Yara Greyjoy
ep2.mov.Scene-748-OUT	01	Ellaria Sand
ep2.mov.Scene-637-OUT	00	Ser Davos
ep2.mov.Scene-639-OUT	00	Jon Snow
ep2.mov.Scene-640-IN	00	Lady Mormont
ep2.mov.Scene-640-OUT	00	Lady Mormont
ep2.mov.Scene-641-IN	00	Jon Snow
ep2.mov.Scene-642-IN	00	Unknown Person
ep2.mov.Scene-647-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-648-IN	00	Jon Snow
ep2.mov.Scene-648-OUT	00	Jon Snow
ep2.mov.Scene-649-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-649-OUT	01	Jon Snow
ep2.mov.Scene-650-IN	00	Unknown Person
ep2.mov.Scene-650-IN	01	Unknown Person
ep2.mov.Scene-650-OUT	00	Unknown Person
ep2.mov.Scene-650-OUT	01	Sansa Stark
ep2.mov.Scene-650-OUT	02	Unknown Person____Unknown - not a face
ep2.mov.Scene-729-IN	00	Ellaria Sand
ep2.mov.Scene-729-OUT	00	Unknown Person
ep2.mov.Scene-730-IN	00	Yara Greyjoy
ep2.mov.Scene-730-OUT	00	Yara Greyjoy
ep2.mov.Scene-874-IN	00	Unknown - not a face
ep2.mov.Scene-877-OUT	00	Unknown Person
ep2.mov.Scene-901-IN	00	Tyene
ep2.mov.Scene-584-IN	00	Arya Stark
ep2.mov.Scene-584-OUT	00	Arya Stark
ep2.mov.Scene-585-IN	00	Hot Pie
ep2.mov.Scene-586-IN	00	Arya Stark
ep2.mov.Scene-586-OUT	00	Arya Stark
ep2.mov.Scene-558-IN	00	Hot Pie
ep2.mov.Scene-558-OUT	00	Hot Pie
ep2.mov.Scene-561-IN	00	Hot Pie
ep2.mov.Scene-561-OUT	00	Hot Pie
ep2.mov.Scene-562-IN	00	Arya Stark
ep2.mov.Scene-562-OUT	00	Arya Stark
ep2.mov.Scene-151-IN	00	Daenerys Targaryen
ep2.mov.Scene-151-OUT	00	Daenerys Targaryen
ep2.mov.Scene-152-OUT	00	Melisandre
ep2.mov.Scene-153-OUT	00	Tyrion Lannister
ep2.mov.Scene-154-IN	00	Daenerys Targaryen
ep2.mov.Scene-154-IN	01	Unknown Person
ep2.mov.Scene-337-IN	00	Daenerys Targaryen
ep2.mov.Scene-337-OUT	00	Daenerys Targaryen
ep2.mov.Scene-337-OUT	01	Tyrion Lannister
ep2.mov.Scene-339-IN	00	Olenna Tyrell
ep2.mov.Scene-339-OUT	00	Olenna Tyrell
ep2.mov.Scene-340-IN	00	Daenerys Targaryen
ep2.mov.Scene-340-IN	01	Tyrion Lannister
ep2.mov.Scene-340-OUT	00	Daenerys Targaryen
ep2.mov.Scene-340-OUT	01	Tyrion Lannister
ep2.mov.Scene-580-OUT	00	Arya Stark
ep2.mov.Scene-581-IN	00	Hot Pie
ep2.mov.Scene-581-OUT	00	Hot Pie
ep2.mov.Scene-582-IN	00	Arya Stark
ep2.mov.Scene-582-OUT	00	Arya Stark
ep2.mov.Scene-583-IN	00	Hot Pie
ep2.mov.Scene-113-IN	00	Daenerys Targaryen
ep2.mov.Scene-113-OUT	00	Daenerys Targaryen
ep2.mov.Scene-114-IN	00	Daenerys Targaryen
ep2.mov.Scene-114-OUT	00	Daenerys Targaryen
ep2.mov.Scene-117-IN	00	Daenerys Targaryen
ep2.mov.Scene-117-OUT	00	Daenerys Targaryen
ep2.mov.Scene-563-IN	00	Hot Pie
ep2.mov.Scene-564-IN	00	Arya Stark
ep2.mov.Scene-565-OUT	00	Hot Pie
ep2.mov.Scene-566-IN	00	Arya Stark
ep2.mov.Scene-566-OUT	00	Arya Stark
ep2.mov.Scene-162-IN	00	Melisandre
ep2.mov.Scene-162-OUT	00	Ellaria Sand
ep2.mov.Scene-163-IN	00	Daenerys Targaryen
ep2.mov.Scene-163-OUT	00	Daenerys Targaryen
ep2.mov.Scene-164-IN	00	Melisandre
ep2.mov.Scene-164-OUT	00	Ellaria Sand
ep2.mov.Scene-166-IN	01	Unknown Person
ep2.mov.Scene-166-IN	00	Daenerys Targaryen
ep2.mov.Scene-617-IN	00	Jon Snow
ep2.mov.Scene-617-IN	01	Lady Mormont
ep2.mov.Scene-617-OUT	00	Jon Snow
ep2.mov.Scene-618-IN	00	Unknown Person
ep2.mov.Scene-184-OUT	00	Ser Davos
ep2.mov.Scene-187-IN	00	Ser Davos
ep2.mov.Scene-1002-OUT	00	Unknown Person
ep2.mov.Scene-1004-IN	00	Unknown Person
ep2.mov.Scene-1010-OUT	00	Unknown Person
ep2.mov.Scene-1011-OUT	00	Unknown Person
ep2.mov.Scene-1012-OUT	00	Unknown Person
ep2.mov.Scene-1013-IN	00	Euron Greyjoy
ep2.mov.Scene-952-IN	00	Ellaria Sand
ep2.mov.Scene-956-OUT	00	Ellaria Sand
ep2.mov.Scene-956-OUT	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-978-OUT	00	Euron Greyjoy
ep2.mov.Scene-308-IN	00	Cersei Lannister
ep2.mov.Scene-310-OUT	00	Yara Greyjoy
ep2.mov.Scene-768-IN	00	Theon Greyjoy
ep2.mov.Scene-768-OUT	00	Theon Greyjoy
ep2.mov.Scene-768-OUT	01	Unknown Person
ep2.mov.Scene-768-OUT	02	Yara Greyjoy
ep2.mov.Scene-773-IN	00	Yara Greyjoy
ep2.mov.Scene-793-IN	00	Unknown Person
ep2.mov.Scene-809-OUT	00	Theon Greyjoy
ep2.mov.Scene-674-IN	00	Peytr Baelish
ep2.mov.Scene-674-OUT	00	Peytr Baelish
ep2.mov.Scene-675-IN	00	Jon Snow
ep2.mov.Scene-677-IN	00	Jon Snow
ep2.mov.Scene-132-IN	00	Missandei
ep2.mov.Scene-132-IN	01	Daenerys Targaryen
ep2.mov.Scene-132-IN	02	Unknown Person
ep2.mov.Scene-132-OUT	00	Daenerys Targaryen
ep2.mov.Scene-132-OUT	01	Unknown Person
ep2.mov.Scene-132-OUT	02	Unknown Person
ep2.mov.Scene-133-OUT	00	Ellaria Sand
ep2.mov.Scene-134-IN	00	Unknown Person
ep2.mov.Scene-134-IN	01	Unknown Person
ep2.mov.Scene-1070-IN	00	Yara Greyjoy
ep2.mov.Scene-660-IN	00	Jon Snow
ep2.mov.Scene-661-IN	00	Sansa Stark
ep2.mov.Scene-661-OUT	00	Sansa Stark
ep2.mov.Scene-663-IN	00	Jon Snow
ep2.mov.Scene-665-OUT	00	Jon Snow
ep2.mov.Scene-413-OUT	00	Missandei
ep2.mov.Scene-415-IN	00	Missandei
ep2.mov.Scene-139-OUT	00	Daenerys Targaryen
ep2.mov.Scene-140-OUT	00	Daenerys Targaryen
ep2.mov.Scene-909-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-926-OUT	00	Unknown Person
ep2.mov.Scene-930-OUT	00	Unknown Person
ep2.mov.Scene-931-IN	00	Unknown Person
ep2.mov.Scene-931-OUT	00	Cersei Lannister
ep2.mov.Scene-402-IN	00	Unknown Person
ep2.mov.Scene-402-OUT	00	Grey Worm
ep2.mov.Scene-403-IN	00	Missandei
ep2.mov.Scene-403-OUT	00	Missandei
ep2.mov.Scene-404-IN	00	Grey Worm
ep2.mov.Scene-404-OUT	00	Grey Worm
ep2.mov.Scene-370-IN	00	Daenerys Targaryen
ep2.mov.Scene-370-OUT	00	Daenerys Targaryen
ep2.mov.Scene-371-OUT	00	Unknown - not a face
ep2.mov.Scene-372-IN	00	Yara Greyjoy
ep2.mov.Scene-384-OUT	00	Daenerys Targaryen
ep2.mov.Scene-386-IN	00	Daenerys Targaryen
ep2.mov.Scene-386-OUT	00	Daenerys Targaryen
ep2.mov.Scene-387-IN	00	Olenna Tyrell
ep2.mov.Scene-388-IN	00	Daenerys Targaryen
ep2.mov.Scene-388-OUT	00	Daenerys Targaryen
ep2.mov.Scene-389-IN	00	Olenna Tyrell
ep2.mov.Scene-063-OUT	00	Daenerys Targaryen
ep2.mov.Scene-064-IN	00	Tyrion Lannister
ep2.mov.Scene-065-IN	00	Daenerys Targaryen
ep2.mov.Scene-065-OUT	00	Daenerys Targaryen
ep2.mov.Scene-066-IN	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-066-OUT	00	Unknown Person____Unknown - not a face
ep2.mov.Scene-066-OUT	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-066-OUT	02	Tyrion Lannister
ep2.mov.Scene-692-OUT	00	Sansa Stark
ep2.mov.Scene-693-OUT	00	Unknown - not a face
ep2.mov.Scene-106-IN	00	Unknown Person
ep2.mov.Scene-106-OUT	00	Grey Worm
ep2.mov.Scene-107-OUT	00	Missandei
ep2.mov.Scene-109-IN	00	Daenerys Targaryen
ep2.mov.Scene-109-OUT	00	Daenerys Targaryen
ep2.mov.Scene-694-IN	00	Sansa Stark
ep2.mov.Scene-696-IN	00	Peytr Baelish
ep2.mov.Scene-696-OUT	00	Peytr Baelish
ep2.mov.Scene-990-IN	00	Euron Greyjoy
ep2.mov.Scene-990-OUT	00	Euron Greyjoy
ep2.mov.Scene-997-OUT	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-998-IN	00	Unknown Person
ep2.mov.Scene-1002-IN	00	Yara Greyjoy
ep2.mov.Scene-317-IN	00	Ellaria Sand
ep2.mov.Scene-472-IN	00	Archmaester Ebrose
ep2.mov.Scene-271-OUT	00	Unknown Person
ep2.mov.Scene-272-IN	00	Unknown Person
ep2.mov.Scene-272-OUT	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-273-IN	00	Unknown Person
ep2.mov.Scene-618-OUT	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-330-IN	00	Ellaria Sand
ep2.mov.Scene-220-OUT	00	Jaime Lannister
ep2.mov.Scene-670-IN	00	Jon Snow
ep2.mov.Scene-670-OUT	00	Jon Snow
ep2.mov.Scene-671-IN	00	Peytr Baelish
ep2.mov.Scene-671-OUT	00	Peytr Baelish
ep2.mov.Scene-673-OUT	00	Jon Snow
ep2.mov.Scene-056-OUT	00	Varys
ep2.mov.Scene-057-IN	00	Daenerys Targaryen
ep2.mov.Scene-057-IN	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-057-OUT	00	Daenerys Targaryen
ep2.mov.Scene-058-IN	00	Varys
ep2.mov.Scene-059-IN	00	Unknown Person
ep2.mov.Scene-214-IN	00	Cersei Lannister
ep2.mov.Scene-214-OUT	00	Cersei Lannister
ep2.mov.Scene-216-OUT	00	Jaime Lannister
ep2.mov.Scene-614-IN	00	Jon Snow
ep2.mov.Scene-615-OUT	00	Unknown Person
ep2.mov.Scene-642-OUT	00	Jon Snow
ep2.mov.Scene-645-IN	00	Lady Mormont
ep2.mov.Scene-645-OUT	00	Lady Mormont
ep2.mov.Scene-1071-IN	00	Yara Greyjoy
ep2.mov.Scene-1071-OUT	00	Yara Greyjoy
ep2.mov.Scene-1072-IN	00	Yara Greyjoy
ep2.mov.Scene-368-OUT	00	Olenna Tyrell
ep2.mov.Scene-105-IN	00	Unknown Person
ep2.mov.Scene-105-IN	01	Daenerys Targaryen
ep2.mov.Scene-348-OUT	00	Olenna Tyrell
ep2.mov.Scene-349-IN	00	Daenerys Targaryen
ep2.mov.Scene-349-IN	01	Tyrion Lannister
ep2.mov.Scene-349-OUT	00	Daenerys Targaryen
ep2.mov.Scene-349-OUT	01	Tyrion Lannister
ep2.mov.Scene-678-OUT	00	Unknown Person
ep2.mov.Scene-680-OUT	00	Unknown Person
ep2.mov.Scene-684-IN	00	Unknown Person
ep2.mov.Scene-685-OUT	00	Jon Snow
ep2.mov.Scene-735-OUT	00	Ellaria Sand
ep2.mov.Scene-103-IN	00	Daenerys Targaryen
ep2.mov.Scene-103-OUT	00	Daenerys Targaryen
ep2.mov.Scene-742-IN	00	Theon Greyjoy
ep2.mov.Scene-341-IN	00	Olenna Tyrell
ep2.mov.Scene-342-IN	00	Olenna Tyrell
ep2.mov.Scene-344-IN	00	Daenerys Targaryen
ep2.mov.Scene-344-OUT	00	Daenerys Targaryen
ep2.mov.Scene-345-IN	00	Yara Greyjoy
ep2.mov.Scene-345-IN	01	Ellaria Sand
ep2.mov.Scene-147-OUT	00	Missandei
ep2.mov.Scene-149-IN	00	Unknown Person
ep2.mov.Scene-149-IN	01	Daenerys Targaryen
ep2.mov.Scene-149-OUT	00	Daenerys Targaryen
ep2.mov.Scene-149-OUT	01	Unknown Person
ep2.mov.Scene-149-OUT	02	Unknown Person
ep2.mov.Scene-150-IN	00	Melisandre
ep2.mov.Scene-352-IN	00	null
ep2.mov.Scene-352-IN	01	Yara Greyjoy
ep2.mov.Scene-144-IN	00	Daenerys Targaryen
ep2.mov.Scene-144-OUT	00	Daenerys Targaryen
ep2.mov.Scene-145-IN	00	Missandei
ep2.mov.Scene-145-OUT	00	Missandei
ep2.mov.Scene-146-IN	00	Daenerys Targaryen
ep2.mov.Scene-146-OUT	00	Daenerys Targaryen
ep2.mov.Scene-147-IN	00	Missandei
ep2.mov.Scene-345-OUT	00	Yara Greyjoy
ep2.mov.Scene-345-OUT	01	Ellaria Sand
ep2.mov.Scene-345-OUT	02	Unknown Person
ep2.mov.Scene-346-IN	00	Daenerys Targaryen
ep2.mov.Scene-346-OUT	00	Daenerys Targaryen
ep2.mov.Scene-347-IN	00	Ellaria Sand
ep2.mov.Scene-347-OUT	00	Ellaria Sand
ep2.mov.Scene-348-IN	00	Olenna Tyrell
ep2.mov.Scene-688-OUT	00	Unknown - not a face____Unknown Person
ep2.mov.Scene-689-OUT	00	Jon Snow
ep2.mov.Scene-158-IN	00	Cersei Lannister
ep2.mov.Scene-646-OUT	00	Jon Snow
ep2.mov.Scene-329-IN	00	Ellaria Sand
ep2.mov.Scene-329-OUT	00	Ellaria Sand
ep2.mov.Scene-716-IN	00	Arya Stark
ep2.mov.Scene-716-OUT	00	Arya Stark
ep2.mov.Scene-718-IN	00	Arya Stark
ep2.mov.Scene-718-OUT	00	Arya Stark
ep2.mov.Scene-721-OUT	00	Unknown Person
ep2.mov.Scene-721-OUT	01	Unknown Person
ep2.mov.Scene-410-OUT	00	Grey Worm
ep2.mov.Scene-411-OUT	00	Missandei
ep2.mov.Scene-416-IN	00	Grey Worm
ep2.mov.Scene-417-IN	00	Daenerys Targaryen
ep2.mov.Scene-421-OUT	00	Missandei
ep2.mov.Scene-073-OUT	00	Daenerys Targaryen
ep2.mov.Scene-111-IN	00	Unknown Person
ep2.mov.Scene-072-OUT	00	Daenerys Targaryen
ep2.mov.Scene-073-IN	00	Daenerys Targaryen
ep2.mov.Scene-169-IN	00	Melisandre
ep2.mov.Scene-168-OUT	01	Unknown Person
ep2.mov.Scene-328-OUT	00	Ellaria Sand
ep2.mov.Scene-361-IN	00	Olenna Tyrell
ep2.mov.Scene-362-OUT	00	Tyrion Lannister
ep2.mov.Scene-365-IN	00	Daenerys Targaryen
ep2.mov.Scene-365-OUT	00	Daenerys Targaryen
ep2.mov.Scene-331-IN	00	Ellaria Sand
ep2.mov.Scene-331-OUT	00	Ellaria Sand
ep2.mov.Scene-332-IN	00	Ellaria Sand
ep2.mov.Scene-575-OUT	00	Hot Pie
ep2.mov.Scene-576-IN	00	Arya Stark
ep2.mov.Scene-236-IN	00	Jaime Lannister
ep2.mov.Scene-238-IN	00	Jaime Lannister
ep2.mov.Scene-359-OUT	00	Ellaria Sand
ep2.mov.Scene-360-OUT	00	Tyrion Lannister
ep2.mov.Scene-328-IN	00	Ellaria Sand
ep2.mov.Scene-317-OUT	00	Ellaria Sand
ep2.mov.Scene-319-IN	00	Ellaria Sand
ep2.mov.Scene-319-OUT	00	Ellaria Sand
ep2.mov.Scene-389-OUT	00	Olenna Tyrell
ep2.mov.Scene-390-IN	00	Daenerys Targaryen
ep2.mov.Scene-390-OUT	00	Daenerys Targaryen
ep2.mov.Scene-391-IN	00	Olenna Tyrell
ep2.mov.Scene-094-OUT	00	Daenerys Targaryen
ep2.mov.Scene-166-OUT	00	Daenerys Targaryen
ep2.mov.Scene-166-OUT	01	Unknown Person
ep2.mov.Scene-168-IN	00	Daenerys Targaryen
ep2.mov.Scene-168-IN	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-656-IN	00	Sansa Stark
ep2.mov.Scene-374-OUT	00	Daenerys Targaryen
ep2.mov.Scene-375-IN	00	Yara Greyjoy
ep2.mov.Scene-375-OUT	01	Unknown Person
ep2.mov.Scene-375-OUT	02	Ellaria Sand
ep2.mov.Scene-377-IN	00	Daenerys Targaryen
ep2.mov.Scene-405-IN	00	Missandei
ep2.mov.Scene-405-OUT	00	Missandei
ep2.mov.Scene-159-IN	00	Unknown Person
ep2.mov.Scene-159-IN	01	Daenerys Targaryen
ep2.mov.Scene-159-IN	02	Unknown Person
ep2.mov.Scene-159-OUT	00	Unknown Person
ep2.mov.Scene-159-OUT	01	Unknown Person____Unknown - not a face
ep2.mov.Scene-159-OUT	02	Daenerys Targaryen
ep2.mov.Scene-161-IN	00	Daenerys Targaryen
ep2.mov.Scene-161-OUT	00	Daenerys Targaryen
ep2.mov.Scene-203-IN	00	Cersei Lannister
ep2.mov.Scene-203-OUT	00	Cersei Lannister
ep2.mov.Scene-205-IN	00	Jaime Lannister
ep2.mov.Scene-207-IN	00	Cersei Lannister
ep2.mov.Scene-512-IN	00	Unknown Person
ep2.mov.Scene-512-OUT	00	Unknown Person
ep2.mov.Scene-515-IN	00	Samwell Tarly
